1       79.32	0.05577881
2       135.60  0.11088326
3       99.58 	0.16349778
4       111.78  0.22414128
5       99.65 	0.26836249
6       114.62  0.32292223
7       157.18 	0.38519428
8       195.57  0.42907191

